,title,body
51,"
				JDC 일자리 지원 공간(J-CUBE) 위탁운영기관 모집 공고
			","

JDC 일자리 지원 공간(J-CUBE) 위탁 운영기관 모집 공고
 
제주국제자유도시개발센터(JDC)는 지역 특성을 반영한 취업·창업 프로그램 운영 및 종합적이고 체계적인 지원서비스 제공으로 JDC 일자리 지원 공간(J-CUBE)을 운영할 기관 모집을 다음과 같이 공고합니다.
2019년 5월 30일
제주국제자유도시개발센터 이사장
 
1. 사업개요
 
ㅇ (사 업 명) JDC 일자리 지원 공간(J-CUBE) 위탁 운영기관 모집 공고
ㅇ (사업내용)
- 취업 지원 프로그램 운영을 통한 취업상담 및 취업매칭, 맞춤형 취업 컨설팅 등 진로지도 상담, 취업 지원 사후관리
- 예비창업자 역량강화를 위한 창업 교육 One-stop 체계 구축
※ 세부내용은 ‘제안요청서’ 참조
 
ㅇ (사업기간) 2019. 7. 1. ~ 2020. 12. 31. / 18개월
ㅇ (사업예산) 금삼억원정(₩300,000,000) / VAT 포함
 
2. 신청자격
 
ㅇ 비영리 민간단체지원법 제4조 및 동법시행령 제3조에 의하여 비영리단체로 등록된 법인·단체 ※ 지역 제한 없음
ㅇ 「국가를 당사자로 하는 계약에 관한 법률」제27조 및 「공기업·준정부기관 계약사무규칙」제15조에 해당하는 경우(부정당업자)는 신청할 수 없음
ㅇ 공고일 기준으로 등록취소, 휴· 폐업, 자격정지 등 관련 규정에 위반된 업체는 참가할 수 없으며, 선정 후라도 상기 사유 발생 시 권리 일체를 박탈함
 
3. 신청서 제출
 
ㅇ 접수기간 : 2019년 5월 30일(목) ~ 6월 13일(목) 18시 마감
ㅇ 접수방법 : 직접방문 또는 우편접수 ※우편접수는 6월13일 18시까지 JDC 도착분 기준
ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 4층 가치경영실
ㅇ 제출서류 : 제안요청서 참조
 
4. 위탁기관 선정
 
ㅇ 선정방법 : 서류 및 제안서 평가(사업계획 제안 설명 PT발표 및 질의응답)
ㅇ 평가일정 및 장소 : 개별 통보
ㅇ 결과발표 : 선정기관 개별 통보
ㅇ 추후일정 : 선정기관과 선정 통보일로부터 15일 이내 협상 후 업무협약 체결
 
5. 기타 유의사항
 
ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며, 이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
ㅇ 문의안내
- 담당자 : 제주국제자유도시개발센터 가치경영실 유동소 과장
- 전 화 : 064)797-5655 / E-mail : eoauddurh@jdcenter.com
 
		"
52,"
				JDC 시민참여혁신단 2기 선정 결과 알림
			","


 JDC 가치경영실에서 알려드립니다.

 시민참여혁신단 2기 모집과 관련하여 보여주신 시민 여러분의 관심과 열정에 감사드리며,
 신청서 검토 결과 최종 선정 결과를 아래와 같이 알려드립니다.

 1. 선정인원 : 16명
 2. 세부내역 : 붙임문서 참조

 2기 발족식은 6월 초 개최 예정이며, 일정 등 구체적인 사항은 선정되신 분들에게 개별 연락드릴 예정입니다.

 감사합니다.
		"
53,"
				JDC 시민참여혁신단 2기 추가 모집 공고
			","


JDC ｢시민참여혁신단 2기｣ 추가 모집 공고
 
제주국제자유도시개발센터에서는 시민 여러분의 다양한 의견에 귀 기울여 기관이 추진하는 경영활동 전반에 반영 및 개선하기 위해 2018년 1기 활동에 이어 ｢시민참여혁신단 2기｣를 아래와 같이 추가 모집하오니 많은 관심과 참여 바랍니다.
 
2019년 5월 17일
 
 



Ⅰ
 
개 요



 
□ 추진 목적
 
 공공기관의 사회적 가치 실현을 위해 시민의 적극적인 참여를 유도하여 경영혁신 관련 지역사회의 다양한 의견을 반영하고자 함
 
□ 추진 내용
 
 운영 방법
    - 오프라인 정기회의 개최 및 모바일로 의견 상시 공유
 주요 역할
    - JDC 추진사업 및 경영 활동에 대한 자문 및 의견 제시
    - 부서별 혁신과제 이행 현황 모니터링 및 연말 우수 과제 선정
    - JDC 혁신 세미나 및 워크숍 참가
※ 향후 구체적 일정 및 내용은 시민참여혁신단으로 선정된 자에 한해 개별 안내 예정
 
□ 추가 모집 내용
 
 모집기간 : ’19.5.17.(금) ~ 5.24.(금)
 
 모집인원 : 5명 이상
 
 활동기간 : 시민참여혁신단 위촉일자로부터 1년
 
 모집분야



사업혁신분야
 핵심사업
			- 첨단과학기술단지
			- 영어교육도시
			- 신화역사공원
			- 헬스케어타운
			- 업사이클링 클러스터
			- 스마트시티 실증단지
 면세점수익사업
			- 공항, 항만 면세점 운영
			 
			 전략사업
			- 전기자동차 시범단지
			- 첨단농식품단지
			- 드론사업
 상생관리사업
			- 항공우주박물관
			- 공공주택사업
			- 휴양형주거단지
			 
			 
			 


사회적가치 분야
 인권, 안전 및 환경, 건강 및 복지, 일자리창출, 취약계층 지원, 윤리경영 등


업무혁신분야
 일하는 방식, 조직문화 개선 등



 




Ⅱ
 
신청 및 선정



 
□ 신청·선정방법
 
 (신청방법) 신청서 양식 다운로드→작성→담당자 이메일로 제출
※ 신청서 양식 : JDC 홈페이지(www.jdcenter.com) 공지사항 참조
 
- 제출기한 : ’19. 5. 24. (금) 오후6시
 
- 제출서식 : 신청서 1부, 개인정보 수집․이용 제공 동의서 1부
- 담 당 자 : JDC 가치경영실 유동소(eoauddurh@jdcenter.com)
 
 (선정방법) 서류 심사 후 5월말 JDC 홈페이지에 결과 공지 예정

※ 분야별 모집 인원 제한은 없으며, 개인 활동 계획을 중점적으로 평가할 예정
※ 심사 결과, 모집 인원에 해당하는 적합한 지원자가 없을 경우 추가 모집 가능
 



Ⅲ
 
기 타



 
□ 문의처
 
 (전 화) 064-797-5655, JDC 가치경영실 유동소 과장
 
 (이메일) eoauddurh@jdcenter.com
 
		"
54,"
				JDC 특성화고 청소년 미래인재육성 프로그램 위탁 재공고
			","


			 
JDC 특성화고 청소년 미래인재육성 프로그램 위탁 재공고
 
제주국제자유도시개발센터는 제주 특성화고 청소년들에게 해외 진로 및 현장경험 기회 제공을 통한 글로벌 핵심인재로 양성하기 위하여 JDC 특성화고 청소년 미래인재육성 프로그램을 위탁하고자 다음과 같이 공고합니다.
2019년 5월 14일
제주국제자유도시개발센터 이사장
 
 
1. 사업개요
ㅇ (사 업 명) JDC 특성화고 청소년 미래인재육성 프로그램
ㅇ (사업기간) 협약일로부터 2019년 12월 31일
ㅇ (사업내용) 제주 특성화고 청소년의 전문성과 연관된 해외 진로 및 현장 체험 기회를 제공하고 현지 청소년과의 교류·봉사 등 글로벌 마인드 함양 활동
ㅇ (위탁사무) JDC 특성화고 청소년 미래인재육성 프로그램 운영 기준(안) 참조
ㅇ (사업예산) 금50,000,000원(금오천만원)
 
2. 신청자격
ㅇ 청소년 해외 진로 체험 및 현장 실습 관련 수탁업무에 적합한 전문 인력·경험 갖춘 비영리 법인으로서 공고일 현재 제주특별자치도에 등록된 단체
ㅇ 현지 활동거점 및 협력기관을 확보하고 있는 단체
ㅇ 사업비 중 자부담이 가능한 단체 (자부담 비율에 따라 가산점 추가)
 
3. 신청서 제출
ㅇ 접수기간 : 2019년 5월 14일(화) ~ 5월 20일(월) 18:00 마감
ㅇ 접수방법 : 우편 및 방문접수
ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 4층 국제협력처
ㅇ 제출서류 : JDC 특성화고 청소년 미래인재육성 프로그램 운영 기준(안) 참조
 
4. 결과발표 : 2019. 5월 말 예정_선정기관 개별 통보

5. 기타 유의사항
ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
ㅇ 공모에 참가하고자 하는 자는 JDC 홈페이지(www.jdcenter.com) 「JDC 특성화고 청소년 미래인재육성 프로그램 운영기준(안)」참조을 완전히 숙지하였다고 간주하여, 이를 숙지하지 못함으로 인해 발생하는 책임은 공모참가자에게 있음
ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
ㅇ 기타 자세한 사항은 JDC 국제협력처(064-797-5641)로 문의하여 주시기 바람
 
		"
55,"
				JDC 글로벌 아카데미 강연 알림(5.30., 안현배 미술사 연구가)
			","


			제주가치 증진 사업의 일환으로 제주도민을 대상으로 저명한 인사를 초빙하여 강연을 진행하는 「JDC 글로벌 아카데미」 를 추진하고 있습니다. JDC 글로벌 아카데미 제5강에 많은 참여 바랍니다.

1. 행  사  명 : JDC 글로벌 아카데미(5강)
2. 일        시 : 2019. 5. 30.(목) 14:00
3. 장        소 : 첨단과학기술단지 세미양빌딩 대강당
 * 주소  : 제주 제주시 첨단로 330
4. 대        상 : 도민 200여명 (무료, 당일 선착순 입장)
5. 강        사 : 안현배 미술사 연구가('미술관에 간 인문학자' 저자)
6. 강의 주제 : 미술관에 간 인문학자, 유럽 미술관 나들이

※ 셔틀버스 탑승 : 제주종합경기장 시계탑 앞, 1시 15분까지 탑승
※ 문의 : 741-7841
		"
56,"
				JDC 시민참여혁신단 2기 모집 공고
			","


			JDC ｢시민참여혁신단 2기｣ 모집 공고
 
제주국제자유도시개발센터에서는 시민 여러분의 다양한 의견에 귀 기울여 기관이 추진하는 경영활동 전반에 반영 및 개선하기 위해 2018년 1기 활동에 이어 ｢시민참여혁신단 2기｣를 아래와 같이 모집하오니 많은 관심과 참여 바랍니다.
 
2019년 5월 8일
 
 



Ⅰ
 
개 요



 
□ 추진 목적
 
 공공기관의 사회적 가치 실현을 위해 시민의 적극적인 참여를 유도하여 경영혁신 관련 지역사회의 다양한 의견을 반영하고자 함
 
□ 추진 내용
 
 운영 방법
    - 오프라인 정기회의 개최 및 모바일로 의견 상시 공유
 주요 역할
    - JDC 추진사업 및 경영 활동에 대한 자문 및 의견 제시
    - 부서별 혁신과제 이행 현황 모니터링 및 연말 우수 과제 선정
    - JDC 혁신 세미나 및 워크숍 참가
      ※ 향후 구체적 일정 및 내용은 시민참여혁신단으로 선정된 자에 한해 개별 안내 예정
 
□ 모집 내용
 
 모집기간 : ’19.5.8.(수) ~ 5.16.(목)
 
 모집인원 : 15명
 
 활동기간 : 시민참여혁신단 위촉일자로부터 1년
 
 모집분야



사업혁신분야
 핵심사업
			- 첨단과학기술단지
			- 영어교육도시
			- 신화역사공원
			- 헬스케어타운
			- 업사이클링 클러스터
			- 스마트시티 실증단지
 면세점수익사업
			- 공항, 항만 면세점 운영
			 
			 전략사업
			- 전기자동차 시범단지
			- 첨단농식품단지
			- 드론사업
 상생관리사업
			- 항공우주박물관
			- 공공주택사업
			- 휴양형주거단지
			 
			 
			 


사회적가치 분야
 인권, 안전 및 환경, 건강 및 복지, 일자리창출, 취약계층 지원, 윤리경영 등


업무혁신분야
 일하는 방식, 조직문화 개선 등



 




Ⅱ
 
신청 및 선정



 
□ 신청·선정방법
 
 (신청방법) 신청서 양식 다운로드→작성→담당자 이메일로 제출
     ※ 신청서 양식 : JDC 홈페이지(www.jdcenter.com) 공지사항 참조
 
- 제출기한 : ’19. 5. 16. (목) 오후5시
- 제출서식 : 신청서 1부, 개인정보 수집․이용 제공 동의서 1부
- 담 당 자 : JDC 가치경영실 유동소(eoauddurh@jdcenter.com)
 
 (선정방법) 서류 심사 후 5월 중 JDC 홈페이지에 공지 예정

※ 분야별 모집 인원 제한은 없으며, 개인 활동 계획을 중점적으로 평가할 예정
※ 심사 결과, 모집 인원에 해당하는 적합한 지원자가 없을 경우 추가 모집 가능
 



Ⅲ
 
기 타



 
□ 문의처
 
 (전 화) 064-797-5655, JDC 가치경영실 유동소 과장
 
 (이메일) eoauddurh@jdcenter.com
 
		"
57,"
				JDC 대학생 아카데미 5월 강연 일정 알림
			","


			제주가치증진 사업의 일환으로 제주도내 대학생 및 도민을 대상으로 「JDC 대학생 아카데미」를 추진하고 있습니다. 5월 강연 일정을 첨부하오니 많은 참고 바랍니다.
		"
58,"
				JDC 글로벌 아카데미 4강 강연 알림
			","


			제주가치 증진 사업의 일환으로 제주도민을 대상으로 저명한 인사를 초빙하여 강연을 진행하는 「JDC 글로벌 아카데미」 를 추진하고 있습니다. JDC 글로벌 아카데미 제4강에 많은 참여 바랍니다.

1. 행  사  명 : JDC 글로벌 아카데미(4강)
2. 일        시 : 2019. 5. 9.(목) 14:00
3. 장        소 : 첨단과학기술단지 세미양빌딩 대강당 
 * 주소  : 제주 제주시 첨단로 330 
4. 대        상 : 도민 200여명 (무료, 당일 선착순 입장)
5. 강        사 : 이지성 작가 (리딩으로 리드하라, 여자라면 힐러리처럼, 꿈꾸는다락방 등 저자)
6. 강의 주제 : 고전으로 생각을 깨우는 세가지 방법

※ 셔틀버스 탑승 : 한라체육관 시계탑 앞, 1시 15분까지 탑승
		"
59,"
				2019년도 제주국제자유도시개발센터 기록관리기준표 변경 고시
			","


공공기록물관리에 관한 법률 시행령 제25조 제5항에 근거하여

제주국제자유도시개발센터의 2019년 기록관리기준표를 붙임과 같이 변경 고시합니다.

*변경 고시 사유: 조직개편(2019.4.15)에 따른 변경
		"
60,"
				2019년 제주 공공데이터 활용 창업경진대회 알림
			","


			2019년 제주 공공데이터 활용 창업경진대회를 아래와 같이 개최하오니, 관심있는 분들의 많은 참여 바랍니다.
 
☐ 대회 개요
가. 대 회 명 : 제4회 제주 공공데이터 활용 창업경진대회
나. 주최/주관 : 제주특별자치도, JDC, 제주창조경제혁신센터, 제주지방기상청
다. 공모기간 : 2019.4.29.(월) ~ 6.14(금) [※ 심사 및 선정 : 2019.6.17.(월) ~ 6.24(월)]
라. 공모부문 : ① 아이디어 기획 ② 제품·서비스 개발
마. 참가자격 : 대한민국 국민 누구나

☐ JDC 역할 및 지원사항
가. 아이디어기획 부문 최우수상(200만원) 및 우수상(100만원) 상금 지급 [※ JDC 이사장상 수여]
나. 창업실비 최대 1,000만원 이내 지원
다. 공모기간 중 JDC 홈페이지를 통한 대회 홍보
라. 심사 시 심사위원 1인 추천

상세한 내용은 붙임의 포스터를 참고하시기 바랍니다.
		"
